yang	- 35,955,302-
dewasa	- 148,239-
remaja	- 148,180-
kesan	- 148,092-
damai	- 147,425-
singkat	- 146,001-
elektronik	- 145,233-
cair	- 144,818-
mesti	- 140,507-
buang	- 140,264-
campur	- 140,220-
hamil	- 140,138-
rekan	- 137,882-
unik	- 137,838-
pinjam	- 137,270-
abu	- 136,660-
staf	- 135,084-
jati	- 133,316-
lowong	- 133,006-
koleksi	- 132,295-
virus	- 131,722-
ujung	- 131,067-
grup	- 129,368-
ide	- 129,359-
dini	- 127,866-
populer	- 127,050-
jajar	- 126,474-
negatif	- 125,885-
beras	- 125,006-
versi	- 123,379-
muat	- 123,017-
kala	- 122,235-
gaji	- 122,045-
departemen	- 120,272-
sengaja	- 120,271-
sambung	- 120,121-
mak	- 119,838-
cerdas	- 119,711-
ragu	- 119,494-
digital	- 118,826-
kimia	- 118,825-
ramai	- 116,887-
keliling	- 116,284-
sentuh	- 115,858-
institut	- 115,429-
peringkat	- 115,404-
sembuh	- 115,355-
tol	- 112,953-
syukur	- 112,829-
darat	- 112,024-
curi	- 111,041-
pantas	- 109,819-
sih	- 109,006-
wa	- 107,824-
upacara	- 107,478-
ketat	- 106,694-
ragam	- 104,399-
parah	- 104,304-
penjara	- 104,237-
atlet	- 104,207-
id	- 103,700-
rekam	- 103,656-
desak	- 103,484-
siar	- 103,463-
kok	- 103,076-
rela	- 102,357-
buru	- 102,049-
heran	- 100,815-
kejar	- 100,337-
cek	- 100,124-
pas	- 100,080-
rajin	- 99,521-
gemar	- 97,759-
sentra	- 97,698-
alokasi	- 97,428-
tunda	- 96,581-
napas	- 95,884-
istimewa	- 95,335-
hapus	- 95,071-
berkat	- 94,920-
balap	- 94,730-
skor	- 94,678-
mirip	- 94,296-
mewah	- 94,214-
pinggir	- 93,813-
kawin	- 93,637-
stadion	- 93,600-
mental	- 93,444-
produsen	- 92,850-
bikin	- 91,340-
material	- 90,954-
beri; tahu	- 90,937-
tajam	- 90,606-
batik	- 90,322-
spesifik	- 89,197-
terjemah	- 89,049-
super	- 88,785-
musuh	- 88,733-
bingung	- 88,145-
formal	- 87,080-
ramah	- 86,734-
format	- 84,663-
konten	- 83,607-
tampung	- 83,423-
edit	- 82,631-
bom	- 82,612-
konteks	- 82,497-
susah	- 82,486-
sampel	- 82,444-
matematika	- 82,200-
nusantara	- 81,535-
padi	- 81,307-
demonstrasi	- 81,099-
istirahat	- 79,903-
inap	- 79,543-
apartemen	- 79,468-
kritis	- 78,792-
akrab	- 77,760-
sembunyi	- 76,943-
iklim	- 76,163-
nelayan	- 75,101-
medis	- 75,086-
plus	- 74,033-
diskon	- 73,795-
suruh	- 73,668-
profesor	- 73,383-
patut	- 73,354-
gudang	- 73,186-
akar	- 70,424-
zona	- 70,026-
halang	- 69,300-
lipat	- 69,126-
region	- 68,766-
spesial	- 68,632-
koneksi	- 68,368-
pintar	- 67,745-
huruf	- 65,266-
larut	- 65,176-
kabel	- 64,766-
teriak	- 64,681-
garuda	- 64,462-
topik	- 64,345-
plastik	- 64,230-
terapi; rapi	- 63,836-
kontak	- 63,746-
ha	- 61,831-
padam	- 61,221-
lumpur	- 61,133-
curiga	- 60,678-
tiada	- 60,536-
tendang	- 60,077-
taruh	- 59,803-
kombinasi	- 59,728-
kenang	- 59,192-
sanggup	- 59,162-
rapi	- 59,045-
rekening	- 58,822-
nih	- 58,793-
jurit	- 58,445-
sesat	- 58,380-
kubur	- 58,193-
cakap	- 58,048-
terjun	- 58,013-
pahlawan	- 57,890-
set	- 57,868-
baris	- 57,746-
kain	- 57,577-
liar	- 57,493-
sawah	- 57,472-
tablet	- 56,768-
uni	- 56,678-
maha	- 56,659-
racun	- 56,333-
benih	- 56,235-
santai	- 56,204-
gilir	- 56,042-
persis	- 55,865-
rekor	- 55,025-
top	- 54,853-
darurat	- 54,804-
lurus	- 54,483-
favorit	- 54,380-
tepi	- 54,219-
person	- 54,017-
tren	- 53,986-
kambing	- 53,442-
wadah	- 53,405-
medali	- 53,389-
cerai	- 53,225-
sesal	- 52,275-
kursus	- 52,166-
deh	- 52,083-
biji	- 51,953-
patah	- 51,895-
gaul	- 51,477-
cat	- 51,189-
kedelai	- 51,043-
turnamen	- 50,387-
alkitab	- 50,351-
kagum	- 49,759-
sinyal	- 49,391-
gila	- 48,794-
bos	- 48,476-
jagung	- 47,786-
turis	- 47,658-
lumayan	- 47,527-
tempel	- 47,295-
tiru	- 47,098-
layang	- 46,605-
sport	- 46,294-
perlahan	- 45,932-
bohong	- 45,425-
tsunami	- 44,850-
cemas	- 44,624-
lekat	- 44,047-
tuh	- 43,827-
stres	- 43,671-
tapak	- 43,610-
bensin	- 42,616-
bab	- 41,479-
patung	- 41,453-
akbar	- 41,371-
lirik	- 40,534-
takjub	- 40,088-
rindu	- 39,673-
pagar	- 39,636-
kapten	- 39,309-
wah	- 39,274-
pipa	- 39,120-
baterai	- 38,982-
pancing	- 38,826-
bangku	- 38,777-
cewek	- 38,033-
malas	- 36,420-
omong	- 36,107-
mekar	- 36,059-
tiang	- 36,015-
aroma	- 35,614-
jelek	- 35,570-
planet	- 35,045-
farmasi	- 34,830-
monitor	- 34,263-
alkohol	- 33,696-
bagaimana	- 33,533-
genggam	- 32,685-
oh	- 32,685-
pandai	- 32,602-
selera	- 32,496-
penasaran	- 32,394-
debu	- 31,105-
jilbab	- 30,832-
kesal	- 30,739-
malaikat	- 30,642-
ah	- 30,110-
komik	- 29,965-
jenak	- 29,930-
pendeta	- 29,643-
logo	- 29,515-
sarang	- 29,387-
isap	- 29,210-
tepung	- 28,996-
kental	- 28,130-
samudra	- 27,611-
daki	- 27,504-
gemuk	- 26,964-
domba	- 26,963-
busuk	- 26,583-
terapi	- 26,484-
keren	- 26,238-
plaza	- 26,138-
oke	- 26,108-
bar	- 25,982-
hantu	- 25,750-
udang	- 25,745-
unduh	- 25,087-
sopan	- 24,711-
ngeri	- 24,621-
alergi	- 24,310-
pelan	- 24,110-
pedang	- 24,094-
lo	- 23,579-
paha	- 23,441-
baring	- 23,277-
eh	- 23,157-
nakal	- 22,914-
panah	- 22,865-
kemarau	- 22,372-
kembar	- 22,058-
serangga	- 21,561-
roket	- 21,212-
rebus	- 20,902-
diare	- 20,862-
lezat	- 20,559-
ceria	- 20,464-
sobat	- 19,473-
subuh	- 19,472-
lembah	- 19,451-
tempe	- 19,249-
pita	- 18,478-
bakso	- 17,426-
jajan	- 17,415-
visa	- 17,205-
net	- 17,111-
mertua	- 17,078-
jarum	- 17,067-
imlek	- 16,877-
jet	- 16,336-
gaun	- 16,182-
cemburu	- 16,117-
tembaga	- 16,000-
kabut	- 15,991-
azan	- 15,933-
gandum	- 15,928-
tuna	- 15,906-
pil	- 15,860-
cincin	- 15,603-
supermarket	- 15,290-
panggang	- 14,873-
sandi	- 14,873-
purnama	- 14,686-
gatal	- 14,411-
mawar	- 14,262-
rak	- 14,108-
dangkal	- 14,084-
kupon	- 13,921-
jempol	- 13,853-
malaria	- 13,584-
pastor	- 13,553-
ubi	- 13,436-
petang	- 13,212-
paskah	- 12,685-
empuk	- 12,547-
kalung	- 12,493-
jahe	- 12,222-
masker	- 12,148-
humor	- 12,065-
voli	- 11,945-
lem	- 11,931-
iri	- 11,798-
langsing	- 11,720-
jambu	- 11,698-
unggah	- 11,588-
bubur	- 11,457-
ojek	- 11,441-
lorong	- 11,068-
kasur	- 11,017-
didih	- 10,816-
terigu	- 10,737-
cukur	- 10,567-
yuk	- 10,297-
koin	- 10,279-
minimarket	- 9,519-
jas	- 9,488-
senapan	- 9,414-
menantu	- 9,268-
soto	- 9,196-
hijab	- 9,080-
koper	- 8,934-
nanas	- 8,580-
soda	- 8,341-
kemari	- 8,261-
keran	- 8,211-
feri	- 7,768-
jenggot	- 7,239-
ipar	- 7,163-
rahang	- 6,883-
kumis	- 6,870-
lemon	- 6,733-
alah; kalah	- 6,724-
pai	- 6,626-
labu	- 6,314-
burger	- 6,243-
sirop	- 6,184-
semangka	- 5,648-
kura-kura	- 5,502-
bel	- 5,358-
wow	- 5,231-
panci	- 5,197-
ember	- 5,189-
kecut	- 5,107-
ski	- 5,064-
aduh	- 4,890-
beha	- 4,851-
lelucon	- 4,797-
prangko	- 4,789-
setrika	- 4,775-
dagu	- 4,627-
biskuit	- 4,555-
popok	- 4,395-
dasi	- 4,391-
gagang	- 4,369-
laci	- 4,210-
kangkung	- 4,032-
brokoli	- 3,993-
seprai	- 3,834-
tumit	- 3,772-
lusin	- 3,731-
rubah	- 3,654-
stroberi	- 3,528-
donat	- 3,345-
kecoak	- 3,201-
hei	- 2,864-
uh	- 2,116-
pulpen	- 2,095-
paprika	- 2,048-
sikut	- 2,017-
hah	- 1,266-
astaga	- 1,236-
kelingking	- 1,229-
huh	- 1,179-
bisbol	- 864-
saputangan	- 733-
ooh	- 578-
aah	- 483-
yep	- 371-
piza	- 349-
spageti	- 284-
proses	- 1,062,824-
atur	- 898,332-
warga	- 886,326-
dewan	- 856,504-
tahan	- 806,412-
dukung	- 782,925-
undang	- 739,665-
akibat	- 652,988-
ungkap	- 610,866-
batas	- 605,638-
operasi	- 568,200-
komisi	- 563,295-
kuasa	- 508,182-
manajemen	- 497,188-
tindak	- 490,954-
dagang	- 489,261-
rakyat	- 481,723-
adil	- 471,801-
bijak	- 467,146-
tegas	- 466,147-
fungsi	- 447,084-
cipta	- 442,143-
rata	- 441,572-
kawasan	- 428,777-
efek	- 416,518-
tanggung	- 405,533-
calon	- 403,240-
serang	- 387,298-
sikap	- 375,444-
periksa	- 374,441-
dinas	- 366,028-
selenggara	- 365,842-
langkah	- 360,047-
tahap	- 339,327-
izin	- 338,842-
fasilitas	- 336,998-
pasal	- 329,160-
olah	- 328,470-
timbul	- 323,293-
umat	- 315,041-
faktor	- 307,960-
lindung	- 303,521-
